dataset_id,gesture,ax,ay,az,gx,gy,gz
1,drinking,0.0569,0.2339,1.1392,9.2926,1.8845,0.8087
1,drinking,0.0640,0.2290,1.1414,9.5215,2.0599,0.7401
1,drinking,0.0576,0.2319,1.1438,9.7504,1.9150,0.7553
1,drinking,0.0566,0.2266,1.1321,9.8877,1.7776,0.7019
1,drinking,0.0659,0.2322,1.1340,10.0708,1.8311,0.6561
1,drinking,0.0662,0.2310,1.1377,10.3683,1.8387,0.5646
1,drinking,0.0693,0.2268,1.1455,10.6125,1.8387,0.6409
1,drinking,0.0676,0.2234,1.1392,10.6888,1.9455,0.6790
1,drinking,0.0667,0.2246,1.1250,10.6659,2.0065,0.5646
1,drinking,0.0679,0.2244,1.1292,10.7651,2.0294,0.5569
1,drinking,0.0696,0.2280,1.1348,10.8643,1.9989,0.6180
1,drinking,0.0723,0.2290,1.1355,10.9558,2.0065,0.4272
1,drinking,0.0647,0.2217,1.1389,11.0092,2.2812,0.1831
1,drinking,0.0647,0.2195,1.1450,11.2381,2.3575,0.1907
1,drinking,0.0686,0.2205,1.1462,11.2305,2.1973,0.2060
1,drinking,0.0679,0.2168,1.1477,11.2839,2.1515,0.1602
1,drinking,0.0681,0.2175,1.1470,11.4288,2.3193,0.1144
1,drinking,0.0684,0.2139,1.1404,11.5967,2.3804,-0.0381
1,drinking,0.0684,0.2168,1.1421,11.5814,2.1210,-0.2594
1,drinking,0.0735,0.2158,1.1448,11.5280,1.9531,-0.1984
1,drinking,0.0718,0.2161,1.1479,11.7188,1.9226,-0.1984
1,drinking,0.0647,0.2200,1.1453,11.5967,1.9989,-0.4349
1,drinking,0.0664,0.2107,1.1494,11.5891,1.8997,-0.4654
1,drinking,0.0686,0.2073,1.1487,11.8179,1.9302,-0.5417
1,drinking,0.0647,0.2090,1.1494,12.0316,1.8387,-0.7477
1,drinking,0.0723,0.2063,1.1487,12.0239,1.7624,-0.9766
1,drinking,0.0703,0.2065,1.1558,12.1613,1.9379,-1.0757
1,drinking,0.0681,0.2078,1.1538,12.3367,1.9531,-1.1673
1,drinking,0.0718,0.2158,1.1453,12.5122,2.1057,-1.2436
1,drinking,0.0779,0.2122,1.1489,12.5809,2.1973,-1.1139
1,drinking,0.0715,0.2102,1.1509,12.7335,2.2812,-1.1978
1,drinking,0.0708,0.2114,1.1543,12.9852,2.3346,-1.4114
1,drinking,0.0635,0.2107,1.1609,13.2904,2.3651,-1.5869
1,drinking,0.0615,0.2141,1.1614,13.3972,2.4414,-1.6327
1,drinking,0.0654,0.2151,1.1614,13.4659,2.6245,-1.5869
1,drinking,0.0649,0.2114,1.1648,13.6032,2.4719,-1.6632
1,drinking,0.0632,0.2151,1.1667,13.6566,2.3575,-1.7166
1,drinking,0.0674,0.2195,1.1650,13.8245,2.1286,-1.7548
1,drinking,0.0627,0.2271,1.1646,14.0610,2.1286,-1.8311
1,drinking,0.0676,0.2251,1.1707,14.2059,2.0065,-1.9836
1,drinking,0.0671,0.2161,1.1755,14.3585,1.9302,-1.9836
1,drinking,0.0645,0.2180,1.1714,14.4577,1.9302,-1.9226
1,drinking,0.0676,0.2205,1.1736,14.4958,1.7319,-1.8692
1,drinking,0.0623,0.2227,1.1631,14.5493,1.6785,-1.7776
1,drinking,0.0581,0.2209,1.1650,14.6332,1.5030,-1.6632
1,drinking,0.0625,0.2236,1.1694,14.9536,1.2512,-1.7548
1,drinking,0.0530,0.2249,1.1643,15.2054,1.0910,-1.8005
1,drinking,0.0505,0.2207,1.1611,15.2740,0.7324,-1.9302
1,drinking,0.0513,0.2212,1.1665,15.2588,0.4807,-1.9608
1,drinking,0.0513,0.2241,1.1694,15.3885,0.1221,-1.8997
1,drinking,0.0544,0.2202,1.1697,15.5716,-0.0076,-1.9836
1,drinking,0.0540,0.2185,1.1689,15.5716,-0.1221,-2.0752
1,drinking,0.0537,0.2200,1.1780,15.6021,-0.4501,-2.1667
1,drinking,0.0579,0.2209,1.1785,15.5182,-0.7477,-2.2125
1,drinking,0.0576,0.2214,1.1763,15.4495,-0.6561,-2.3117
1,drinking,0.0559,0.2266,1.1772,15.4114,-0.8392,-2.3880
1,drinking,0.0535,0.2219,1.1726,15.4495,-1.0910,-2.4796
1,drinking,0.0530,0.2212,1.1694,15.3503,-1.2817,-2.6169
1,drinking,0.0549,0.2256,1.1743,15.4266,-1.3580,-2.6245
1,drinking,0.0535,0.2195,1.1641,15.5334,-1.4496,-2.6627
1,drinking,0.0581,0.2285,1.1570,15.5334,-1.5259,-2.7084
1,drinking,0.0532,0.2236,1.1660,15.4495,-1.5640,-2.8000
1,drinking,0.0515,0.2256,1.1687,15.4648,-1.6937,-2.9755
1,drinking,0.0522,0.2227,1.1646,15.4343,-1.7471,-2.9373
1,drinking,0.0571,0.2285,1.1638,15.4266,-1.9455,-2.9755
1,drinking,0.0522,0.2317,1.1633,15.3351,-1.8768,-3.0594
1,drinking,0.0557,0.2300,1.1670,15.3885,-2.0447,-3.2043
1,drinking,0.0525,0.2292,1.1606,15.4648,-2.1210,-3.1891
1,drinking,0.0579,0.2251,1.1565,15.4572,-2.1667,-3.2196
1,drinking,0.0591,0.2263,1.1633,15.3122,-2.2659,-3.3340
1,drinking,0.0588,0.2271,1.1526,15.4953,-2.4643,-3.4332
1,drinking,0.0645,0.2327,1.1587,15.6250,-2.7084,-3.5095
1,drinking,0.0618,0.2322,1.1479,15.6784,-2.6245,-3.5324
1,drinking,0.0637,0.2339,1.1448,15.8463,-2.5330,-3.6163
1,drinking,0.0569,0.2368,1.1506,16.0599,-2.6169,-3.3493
1,drinking,0.0598,0.2363,1.1492,16.1209,-2.7466,-3.2578
1,drinking,0.0642,0.2295,1.1470,15.9531,-2.6627,-3.3340
1,drinking,0.0591,0.2344,1.1418,15.9149,-2.6703,-3.4332
1,drinking,0.0586,0.2336,1.1401,15.9454,-2.7084,-3.3417
1,drinking,0.0642,0.2322,1.1355,16.0370,-2.8687,-3.4256
1,drinking,0.0652,0.2302,1.1384,16.0141,-2.7542,-3.5553
1,drinking,0.0608,0.2314,1.1338,15.9378,-2.6932,-3.6621
1,drinking,0.0645,0.2314,1.1270,15.9302,-2.5940,-3.6545
1,drinking,0.0637,0.2358,1.1282,16.0141,-2.4338,-3.6011
1,drinking,0.0613,0.2397,1.1316,16.2277,-2.4185,-3.7613
1,drinking,0.0679,0.2361,1.1284,16.4108,-2.4719,-3.7308
1,drinking,0.0632,0.2356,1.1279,16.4795,-2.5177,-3.8376
1,drinking,0.0593,0.2380,1.1367,16.3956,-2.5482,-3.8834
1,drinking,0.0596,0.2358,1.1360,16.4261,-2.4567,-3.9139
1,drinking,0.0583,0.2327,1.1284,16.4719,-2.4185,-3.8528
1,drinking,0.0613,0.2295,1.1323,16.6779,-2.3880,-3.9368
1,drinking,0.0627,0.2261,1.1262,16.7770,-2.4567,-3.9062
1,drinking,0.0637,0.2302,1.1292,16.8533,-2.3499,-3.8376
1,drinking,0.0642,0.2290,1.1311,16.8152,-2.2583,-4.0436
1,drinking,0.0669,0.2329,1.1216,16.8762,-2.1515,-3.8528
1,drinking,0.0669,0.2368,1.1289,17.0364,-2.2125,-3.8986
1,drinking,0.0649,0.2346,1.1301,17.1814,-2.1439,-3.9368
1,drinking,0.0679,0.2329,1.1267,17.3416,-1.9913,-4.0359
1,drinking,0.0710,0.2354,1.1150,17.3950,-2.0752,-3.9444
1,drinking,0.0703,0.2412,1.1206,17.3798,-2.1133,-3.8910
1,drinking,0.0657,0.2400,1.1235,17.5400,-2.2736,-3.9597
1,drinking,0.0667,0.2437,1.1301,17.7002,-2.4948,-3.8452
1,drinking,0.0706,0.2432,1.1306,17.9367,-2.3575,-3.9825
1,drinking,0.0684,0.2415,1.1309,17.9291,-2.4490,-3.9978
1,drinking,0.0684,0.2422,1.1199,17.9672,-2.4719,-4.0207
1,drinking,0.0679,0.2415,1.1233,18.0664,-2.4490,-4.1199
1,drinking,0.0649,0.2378,1.1326,18.0740,-2.6169,-4.2725
1,drinking,0.0676,0.2400,1.1265,18.2266,-2.4261,-4.2725
1,drinking,0.0659,0.2432,1.1270,18.3334,-2.3956,-4.3259
1,drinking,0.0645,0.2412,1.1245,18.3334,-2.2354,-4.7760
1,drinking,0.0801,0.2268,1.1135,18.3563,-2.0905,-4.9515
1,drinking,0.0515,0.2544,1.1387,18.8522,-2.1591,-4.2191
1,drinking,0.0496,0.2646,1.1350,19.1193,-2.1896,-3.6316
1,drinking,0.0588,0.2549,1.1289,18.9743,-2.3346,-3.2578
1,drinking,0.0598,0.2429,1.1338,18.6005,-2.3804,-3.3798
1,drinking,0.0618,0.2341,1.1416,18.2495,-2.4567,-3.8986
1,drinking,0.0649,0.2314,1.1355,17.7460,-2.5101,-4.6005
1,drinking,0.0750,0.2268,1.1353,17.3035,-2.7084,-5.3787
1,drinking,0.0701,0.2295,1.1475,17.2882,-2.9678,-5.8899
1,drinking,0.0752,0.2246,1.1367,17.0898,-2.9984,-6.1569
1,drinking,0.0774,0.2271,1.1172,16.8457,-2.8687,-6.2256
1,drinking,0.0813,0.2324,1.1182,16.6473,-2.6398,-6.3248
1,drinking,0.0813,0.2341,1.1257,16.5024,-2.4796,-6.2790
1,drinking,0.0769,0.2327,1.1252,16.3879,-2.2430,-6.0120
1,drinking,0.0771,0.2295,1.1255,16.6016,-1.9150,-5.9357
1,drinking,0.0720,0.2290,1.1296,16.5176,-1.5945,-5.8899
1,drinking,0.0676,0.2271,1.1316,16.3574,-1.6556,-5.7755
1,drinking,0.0703,0.2229,1.1289,16.1972,-1.6403,-5.7755
1,drinking,0.0693,0.2258,1.1306,16.1057,-1.6022,-5.9204
1,drinking,0.0662,0.2261,1.1309,16.0828,-1.5411,-6.0959
1,drinking,0.0630,0.2241,1.1321,16.0980,-1.5335,-6.2485
1,drinking,0.0664,0.2278,1.1333,16.3040,-1.5564,-6.2561
1,drinking,0.0654,0.2256,1.1372,16.3193,-1.5640,-6.4087
1,drinking,0.0696,0.2246,1.1389,16.3879,-1.5411,-6.4621
1,drinking,0.0771,0.2300,1.1418,16.4261,-1.5030,-6.5994
1,drinking,0.0776,0.2297,1.1477,16.5710,-1.4267,-6.6757
1,drinking,0.0735,0.2312,1.1475,16.7542,-1.6022,-6.8359
1,drinking,0.0803,0.2300,1.1433,16.7694,-1.6403,-6.9809
1,drinking,0.0813,0.2393,1.1384,16.7313,-1.5106,-6.9351
1,drinking,0.0767,0.2358,1.1284,16.7236,-1.4572,-6.8436
1,drinking,0.0720,0.2361,1.1367,16.8533,-1.5411,-6.9199
1,drinking,0.0730,0.2290,1.1399,16.9144,-1.4648,-6.9809
1,drinking,0.0791,0.2278,1.1436,17.0364,-1.2970,-7.1182
1,drinking,0.0789,0.2317,1.1353,17.1814,-1.2512,-7.3471
1,drinking,0.0737,0.2322,1.1301,17.3264,-1.2436,-7.5302
1,drinking,0.0693,0.2305,1.1350,17.6544,-1.1063,-7.5836
1,drinking,0.0742,0.2356,1.1362,17.9825,-0.8469,-7.4081
1,drinking,0.0745,0.2383,1.1379,18.0664,-0.6561,-7.4615
1,drinking,0.0654,0.2361,1.1311,18.1427,-0.4120,-7.5302
1,drinking,0.0730,0.2390,1.1384,18.2343,-0.3204,-7.5607
1,drinking,0.0713,0.2405,1.1375,18.6615,-0.1831,-7.5226
1,drinking,0.0745,0.2378,1.1343,18.9590,-0.0305,-7.4463
1,drinking,0.0764,0.2407,1.1338,18.9743,0.1450,-7.3776
1,drinking,0.0779,0.2422,1.1343,19.0659,0.3204,-7.2708
1,drinking,0.0779,0.2478,1.1309,19.4702,0.6104,-7.2479
1,drinking,0.0740,0.2456,1.1306,19.6457,0.7172,-7.2250
1,drinking,0.0686,0.2471,1.1394,19.7601,0.7401,-7.2174
1,drinking,0.0691,0.2473,1.1365,19.9280,0.8240,-6.9733
1,drinking,0.0710,0.2466,1.1377,20.2713,0.7324,-7.1030
1,drinking,0.0652,0.2493,1.1423,20.6070,0.5798,-7.3166
1,drinking,0.0635,0.2522,1.1411,20.7672,0.4425,-7.5302
1,drinking,0.0713,0.2537,1.1362,20.8588,0.3967,-7.6065
1,drinking,0.0669,0.2498,1.1348,20.9427,0.3586,-7.4005
1,drinking,0.0676,0.2539,1.1296,21.2402,0.0381,-7.3166
1,drinking,0.0642,0.2573,1.1323,21.3165,-0.0916,-7.3242
1,drinking,0.0620,0.2556,1.1384,21.4462,-0.0305,-7.3547
1,drinking,0.0618,0.2612,1.1392,21.6217,0.2670,-7.2861
1,drinking,0.0618,0.2649,1.1340,21.8964,0.5035,-7.1106
1,drinking,0.0647,0.2617,1.1270,22.2855,0.5493,-7.0572
1,drinking,0.0659,0.2588,1.1240,22.5143,0.7248,-7.0496
1,drinking,0.0652,0.2563,1.1318,22.5601,0.7477,-6.8436
1,drinking,0.0657,0.2644,1.1328,22.8195,0.6104,-6.4087
1,drinking,0.0686,0.2568,1.1375,23.0255,0.7858,-6.3629
1,drinking,0.0618,0.2563,1.1340,23.2239,0.9384,-6.4774
1,drinking,0.0579,0.2559,1.1399,23.4985,1.1368,-6.5079
1,drinking,0.0601,0.2563,1.1421,23.9258,1.0071,-6.4316
1,drinking,0.0625,0.2583,1.1455,24.2920,0.9155,-6.2027
1,drinking,0.0610,0.2559,1.1448,24.4446,1.0834,-6.3705
1,drinking,0.0605,0.2573,1.1458,24.7345,1.1063,-6.4697
1,drinking,0.0596,0.2590,1.1543,24.8795,0.8316,-6.5842
1,drinking,0.0576,0.2617,1.1519,24.9405,0.6638,-6.6757
1,drinking,0.0559,0.2610,1.1633,25.0320,0.4654,-6.5155
1,drinking,0.0542,0.2642,1.1526,24.9786,0.2518,-6.6528
1,drinking,0.0479,0.2664,1.1492,24.9405,0.0534,-6.9199
1,drinking,0.0537,0.2686,1.1523,25.0473,-0.1984,-6.9580
1,drinking,0.0535,0.2727,1.1636,24.9786,-0.5646,-7.0343
1,drinking,0.0537,0.2727,1.1619,24.8947,-0.9155,-7.1335
1,drinking,0.0583,0.2742,1.1499,24.8413,-0.9384,-7.2632
1,drinking,0.0564,0.2737,1.1504,24.6735,-1.0147,-7.2021
1,drinking,0.0591,0.2737,1.1460,24.4522,-1.4420,-7.1945
1,drinking,0.0610,0.2722,1.1445,24.2615,-1.7014,-7.2250
1,drinking,0.0593,0.2759,1.1482,24.0631,-1.8768,-7.2556
1,drinking,0.0583,0.2720,1.1492,24.0021,-1.9913,-7.2327
1,drinking,0.0537,0.2734,1.1467,24.0250,-2.1744,-7.3013
1,drinking,0.0491,0.2756,1.1509,24.1089,-2.3422,-7.3624
1,drinking,0.0520,0.2756,1.1472,24.0631,-2.2736,-7.1793
1,drinking,0.0483,0.2805,1.1536,23.8419,-2.3422,-6.9580
1,drinking,0.0471,0.2771,1.1514,23.7503,-2.6016,-7.0038
1,drinking,0.0505,0.2773,1.1426,23.8571,-2.6474,-7.0877
1,drinking,0.0508,0.2783,1.1477,23.8113,-2.7542,-7.2327
1,drinking,0.0549,0.2776,1.1477,23.7198,-3.0060,-7.4158
1,drinking,0.0549,0.2793,1.1487,23.5291,-3.3569,-7.5836
1,drinking,0.0515,0.2798,1.1477,23.3536,-3.4637,-7.6218
1,drinking,0.0488,0.2878,1.1431,23.5138,-3.7003,-7.6981
1,drinking,0.0488,0.2849,1.1472,23.4756,-3.9368,-7.8125
1,drinking,0.0508,0.2871,1.1492,23.2849,-4.0817,-7.9575
1,drinking,0.0479,0.2896,1.1414,23.1476,-4.2496,-7.7286
1,drinking,0.0513,0.2859,1.1421,23.0942,-4.5090,-7.7133
1,drinking,0.0557,0.2903,1.1382,23.0331,-4.7302,-7.6981
1,drinking,0.0601,0.2935,1.1304,22.9187,-4.8676,-7.6675
1,drinking,0.0583,0.2908,1.1313,22.8271,-4.8981,-7.6447
1,drinking,0.0581,0.2864,1.1196,22.5372,-4.8065,-7.5912
1,drinking,0.0603,0.2837,1.1243,22.3007,-4.8752,-7.5989
1,drinking,0.0603,0.2874,1.1313,22.3618,-4.8294,-7.3547
1,drinking,0.0547,0.2830,1.1257,22.5449,-4.7989,-7.3929
1,drinking,0.0564,0.2783,1.1243,22.6135,-4.9057,-7.4310
1,drinking,0.0515,0.2808,1.1262,22.6364,-4.9896,-7.4615
1,drinking,0.0542,0.2805,1.1318,22.5677,-5.0659,-7.4615
1,drinking,0.0518,0.2815,1.1355,22.4762,-5.1193,-7.5150
1,drinking,0.0532,0.2844,1.1262,22.6135,-5.0888,-7.3929
1,drinking,0.0537,0.2866,1.1240,22.7661,-5.1575,-7.5073
1,drinking,0.0581,0.2842,1.1182,22.7890,-5.1041,-7.5150
1,drinking,0.0569,0.2881,1.1223,22.8653,-5.1575,-7.6294
1,drinking,0.0588,0.2888,1.1230,22.9568,-5.3177,-7.6675
1,drinking,0.0542,0.2864,1.1243,23.1018,-5.4092,-7.6828
1,drinking,0.0574,0.2881,1.1216,23.1628,-5.2109,-7.5607
1,drinking,0.0562,0.2842,1.1182,23.4070,-5.0430,-7.6065
1,drinking,0.0583,0.2817,1.1160,23.6893,-4.9438,-7.7057
1,drinking,0.0566,0.2883,1.1140,23.9029,-4.9286,-7.6828
1,drinking,0.0557,0.2891,1.1091,23.8876,-4.9286,-7.6218
1,drinking,0.0576,0.2905,1.1104,23.8190,-4.8065,-7.5607
1,drinking,0.0620,0.2913,1.1157,24.0631,-4.7836,-7.5378
1,drinking,0.0571,0.2878,1.1157,24.1699,-4.5624,-7.4615
1,drinking,0.0605,0.2905,1.1204,24.1852,-4.4861,-7.6675
1,drinking,0.0598,0.2905,1.1152,24.2996,-4.3411,-7.5912
1,drinking,0.0557,0.2908,1.1111,24.2920,-4.2801,-7.5073
1,drinking,0.0562,0.2815,1.1111,24.2691,-4.1275,-7.5912
1,drinking,0.0540,0.2900,1.1160,24.4217,-3.9673,-7.6904
1,drinking,0.0481,0.2856,1.1194,24.4980,-3.7689,-7.6675
1,drinking,0.0549,0.2864,1.1152,24.3912,-3.6774,-7.6141
1,drinking,0.0510,0.2805,1.1130,24.3988,-3.5477,-7.6218
1,drinking,0.0613,0.2776,1.1213,24.4598,-3.3798,-7.7209
1,drinking,0.0508,0.2803,1.1179,24.3530,-3.4561,-7.7133
1,drinking,0.0513,0.2817,1.1206,24.3607,-3.6011,-7.6981
1,drinking,0.0532,0.2834,1.1245,24.3912,-3.5095,-7.7209
1,drinking,0.0525,0.2778,1.1235,24.5590,-3.5629,-7.8354
1,drinking,0.0518,0.2827,1.1196,24.5514,-3.5706,-7.9727
1,drinking,0.0476,0.2893,1.1174,24.5056,-3.3722,-7.9956
1,drinking,0.0410,0.2886,1.1294,24.6429,-3.1738,-8.0414
1,drinking,0.0520,0.2859,1.1245,24.8489,-3.0441,-8.2092
1,drinking,0.0515,0.2874,1.1199,24.8947,-2.8763,-8.1863
1,drinking,0.0530,0.2900,1.1138,24.8947,-2.7542,-8.1482
1,drinking,0.0527,0.2876,1.1145,25.1541,-2.8763,-8.2474
1,drinking,0.0525,0.2859,1.1238,25.1694,-3.0746,-8.2397
1,drinking,0.0537,0.2849,1.1250,25.1389,-3.2425,-8.1635
1,drinking,0.0535,0.2920,1.1230,25.2991,-3.3951,-8.2779
1,drinking,0.0576,0.2920,1.1245,25.2151,-3.3569,-8.2855
1,drinking,0.0610,0.2883,1.1292,25.1389,-3.4714,-8.2626
1,drinking,0.0566,0.2881,1.1135,25.3220,-3.4561,-8.2703
1,drinking,0.0535,0.2849,1.1128,25.6042,-3.3035,-8.2703
1,drinking,0.0571,0.2861,1.1199,25.9857,-3.0746,-8.2092
1,drinking,0.0527,0.2849,1.1230,26.2604,-2.6855,-8.2550
1,drinking,0.0527,0.2817,1.1223,26.5808,-2.3346,-8.4000
1,drinking,0.0535,0.2864,1.1169,26.9165,-1.9836,-8.3084
1,drinking,0.0532,0.2917,1.1135,27.2293,-1.8845,-8.4991
1,drinking,0.0542,0.2874,1.1111,27.3438,-1.5717,-8.6441
1,drinking,0.0579,0.2908,1.1160,27.5116,-1.3733,-8.5602
1,drinking,0.0596,0.2979,1.1274,27.8549,-1.2054,-8.5373
1,drinking,0.0596,0.2981,1.1355,28.1830,-1.3351,-8.4305
1,drinking,0.0540,0.2947,1.1262,28.5416,-1.5564,-8.4915
1,drinking,0.0510,0.2932,1.1294,28.7704,-1.7090,-8.3389
1,drinking,0.0593,0.2954,1.1294,29.1443,-1.8005,-8.2779
1,drinking,0.0552,0.2932,1.1384,29.5868,-2.1057,-8.2626
1,drinking,0.0403,0.2961,1.1367,29.9225,-2.3651,-8.3771
1,drinking,0.0488,0.2920,1.1299,30.0751,-2.5558,-8.2397
1,drinking,0.0557,0.2908,1.1375,30.2582,-2.8152,-8.2169
1,drinking,0.0559,0.2817,1.1431,30.5862,-2.7618,-8.2474
1,drinking,0.0535,0.2908,1.1462,31.0211,-3.0365,-8.3084
1,drinking,0.0564,0.2864,1.1357,31.4407,-3.3569,-8.4229
1,drinking,0.0559,0.2871,1.1370,31.7535,-3.3951,-8.6136
1,drinking,0.0593,0.2878,1.1189,32.0358,-3.1433,-8.7280
1,drinking,0.0630,0.2876,1.1194,32.3868,-3.2349,-8.4686
1,drinking,0.0581,0.2939,1.1196,33.0048,-2.7771,-8.3694
1,drinking,0.0566,0.3010,1.1111,33.2184,-2.7084,-8.6212
1,drinking,0.0706,0.2979,1.1121,33.3939,-2.6169,-8.7891
1,drinking,0.0540,0.3032,1.1221,33.7448,-2.6321,-8.8348
1,drinking,0.0654,0.3049,1.1003,34.1492,-2.7924,-8.8654
1,drinking,0.0623,0.3062,1.1025,34.4009,-2.7847,-8.6212
1,drinking,0.0571,0.3083,1.1077,34.6527,-2.7924,-8.5068
1,drinking,0.0623,0.3071,1.1057,34.9121,-2.7924,-8.5144
1,drinking,0.0603,0.3079,1.1096,35.1257,-2.7313,-8.3923
1,drinking,0.0598,0.3149,1.1067,35.2707,-2.8915,-8.4915
1,drinking,0.0662,0.3071,1.1094,35.6522,-3.0899,-8.6899
1,drinking,0.0630,0.3118,1.1138,36.0489,-3.1815,-8.7051
1,drinking,0.0601,0.3115,1.1047,36.3007,-3.3340,-8.5602
1,drinking,0.0640,0.3145,1.1091,36.5524,-3.4180,-8.3694
1,drinking,0.0625,0.3215,1.1150,36.8576,-3.2120,-8.3389
1,drinking,0.0691,0.3152,1.0952,37.0789,-3.2883,-8.2626
1,drinking,0.0554,0.3159,1.1077,37.2696,-3.5400,-8.0795
1,drinking,0.0503,0.3140,1.1042,37.4374,-3.5782,-8.0795
1,drinking,0.0603,0.3171,1.0977,37.5443,-3.6240,-7.9651
1,drinking,0.0571,0.3125,1.1003,37.5671,-3.5400,-7.7362
1,drinking,0.0527,0.3193,1.0972,37.8265,-3.5095,-7.7286
1,drinking,0.0542,0.3103,1.0994,38.2462,-3.6392,-7.9269
1,drinking,0.0518,0.3071,1.1055,38.6200,-3.7689,-7.9498
1,drinking,0.0586,0.3035,1.1045,38.7802,-3.5629,-7.9575
1,drinking,0.0647,0.2993,1.0979,39.0091,-3.3646,-8.0566
1,drinking,0.0681,0.2947,1.1045,39.2685,-3.3569,-8.5144
1,drinking,0.0818,0.2966,1.0972,39.3829,-3.4409,-8.9951
1,drinking,0.0696,0.2979,1.0984,39.7263,-3.5706,-9.4223
1,drinking,0.0786,0.3022,1.0952,40.0391,-3.4943,-9.6512
1,drinking,0.0823,0.3081,1.0989,40.2527,-3.1204,-9.6207
1,drinking,0.0771,0.3064,1.0916,40.7639,-2.8229,-9.4299
1,drinking,0.0774,0.3110,1.0859,41.1530,-2.7695,-9.3002
1,drinking,0.0735,0.3167,1.1016,41.6031,-2.6398,-9.2010
1,drinking,0.0659,0.3210,1.0935,42.1677,-2.4719,-9.0332
1,drinking,0.0635,0.3225,1.0911,42.8162,-2.3575,-8.8959
1,drinking,0.0679,0.3235,1.0964,43.0756,-2.2507,-8.5754
1,drinking,0.0627,0.3271,1.1018,43.1213,-2.5406,-8.4686
1,drinking,0.0654,0.3206,1.1023,43.1290,-2.3880,-8.6746
1,drinking,0.0647,0.3271,1.0898,43.5944,-2.4872,-8.4076
1,drinking,0.0447,0.3381,1.1074,44.0140,-2.5253,-7.8201
1,drinking,0.0471,0.3430,1.1033,44.1895,-2.7008,-7.4844
1,drinking,0.0554,0.3411,1.0898,43.9072,-2.9526,-7.5226
1,drinking,0.0598,0.3262,1.0889,43.7546,-3.1738,-7.9422
1,drinking,0.0642,0.3271,1.0896,43.8766,-3.5400,-8.3084
1,drinking,0.0625,0.3247,1.0918,43.9835,-3.7231,-8.6899
1,drinking,0.0659,0.3115,1.0920,44.2429,-3.5706,-8.9569
1,drinking,0.0657,0.3206,1.0967,44.6320,-3.5858,-9.0027
1,drinking,0.0637,0.3240,1.1011,45.0897,-3.5782,-9.2163
1,drinking,0.0701,0.3198,1.0935,45.0592,-3.5095,-9.4299
1,drinking,0.0740,0.3213,1.0815,45.0058,-3.1815,-9.6970
1,drinking,0.0688,0.3235,1.0874,45.0668,-2.7237,-9.9335
1,drinking,0.0750,0.3245,1.0864,45.1126,-2.4338,-10.0784
1,drinking,0.0701,0.3301,1.0864,45.1431,-2.2125,-10.0098
1,drinking,0.0679,0.3396,1.0762,45.1431,-1.9226,-9.6512
1,drinking,0.0742,0.3452,1.0745,44.9600,-1.6098,-9.3918
1,drinking,0.0635,0.3467,1.0774,44.8227,-1.3351,-9.0408
1,drinking,0.0583,0.3503,1.0884,44.7159,-1.2894,-8.7357
1,drinking,0.0520,0.3486,1.0894,44.6777,-1.2970,-8.5526
1,drinking,0.0471,0.3499,1.0896,44.3802,-1.2894,-8.3923
1,drinking,0.0491,0.3457,1.0881,44.0674,-1.4725,-8.2397
1,drinking,0.0498,0.3450,1.0969,43.9072,-1.6479,-8.3237
1,drinking,0.0542,0.3447,1.1018,43.8309,-1.9684,-8.4839
1,drinking,0.0559,0.3464,1.1021,43.9911,-2.3804,-8.3923
1,drinking,0.0547,0.3496,1.1033,44.0750,-2.6627,-8.4000
1,drinking,0.0547,0.3552,1.1045,44.0674,-2.5482,-8.5144
1,drinking,0.0613,0.3538,1.1055,44.1132,-2.8610,-8.4763
1,drinking,0.0579,0.3535,1.1074,43.8461,-3.2578,-8.3466
1,drinking,0.0632,0.3569,1.1055,43.6859,-3.4027,-8.4229
1,drinking,0.0693,0.3569,1.1130,43.6401,-3.3722,-8.6365
1,drinking,0.0676,0.3604,1.1130,43.5104,-3.2730,-8.8348
1,drinking,0.0657,0.3589,1.1069,43.1671,-3.2425,-8.7814
1,drinking,0.0610,0.3579,1.0999,42.7246,-3.2654,-8.9264
1,drinking,0.0654,0.3579,1.0984,42.4271,-3.2883,-9.1476
1,drinking,0.0581,0.3557,1.1018,42.0303,-3.4256,-9.2239
1,drinking,0.0552,0.3567,1.1050,41.7404,-3.3188,-9.2545
1,drinking,0.0566,0.3606,1.1055,41.3895,-3.6163,-9.3384
1,drinking,0.0513,0.3562,1.1011,40.9851,-3.7994,-9.4528
1,drinking,0.0515,0.3604,1.1001,40.5121,-3.8071,-9.5749
1,drinking,0.0554,0.3586,1.0999,40.0696,-3.9215,-9.7656
1,drinking,0.0547,0.3594,1.1030,39.6500,-4.0359,-9.9716
1,drinking,0.0601,0.3582,1.0977,39.4135,-4.1199,-10.0098
1,drinking,0.0554,0.3596,1.0950,39.1083,-4.1199,-10.1624
1,drinking,0.0564,0.3635,1.0974,38.8107,-4.1428,-9.8953
1,drinking,0.0591,0.3635,1.0938,38.5895,-3.9673,-9.7504
1,drinking,0.0630,0.3591,1.1003,38.3148,-4.1885,-9.7427
1,drinking,0.0620,0.3635,1.0991,38.0707,-4.4250,-9.9411
1,drinking,0.0615,0.3579,1.1018,38.0707,-4.6616,-10.0861
1,drinking,0.0637,0.3542,1.0981,38.0707,-4.8981,-10.2768
