dataset_id,gesture,ax,ay,az,gx,gy,gz
1,driving,0.0415,0.2991,1.1143,22.0261,12.3825,-2.8381
1,driving,0.0498,0.3062,1.1091,21.9955,12.5656,-3.0212
1,driving,0.0583,0.3059,1.1079,21.9040,12.4588,-3.1662
1,driving,0.0662,0.3057,1.1086,21.7209,12.6343,-3.4409
1,driving,0.0645,0.3042,1.1052,21.5378,12.9547,-3.7842
1,driving,0.0667,0.3052,1.0994,21.6446,13.2370,-4.0131
1,driving,0.0640,0.3057,1.0994,21.7896,13.4583,-4.1351
1,driving,0.0706,0.3037,1.0916,22.0337,13.8168,-4.2877
1,driving,0.0720,0.3076,1.0825,22.2473,14.1525,-4.4022
1,driving,0.0667,0.3071,1.0835,22.1710,14.5798,-4.3106
1,driving,0.0652,0.3123,1.0928,22.1405,14.9002,-4.4098
1,driving,0.0625,0.3108,1.0859,22.3694,15.2588,-4.4556
1,driving,0.0593,0.3091,1.0894,22.5220,15.4419,-4.5547
1,driving,0.0637,0.3110,1.0942,22.2549,15.6708,-4.5319
1,driving,0.0645,0.3088,1.0876,22.1252,15.7242,-4.5395
1,driving,0.0635,0.3071,1.0959,22.0642,15.9683,-4.6539
1,driving,0.0623,0.3110,1.0996,22.1405,16.1362,-4.8447
1,driving,0.0591,0.3098,1.0933,22.0261,16.2277,-4.8828
1,driving,0.0623,0.3066,1.0854,22.2015,16.1972,-4.9667
1,driving,0.0530,0.3083,1.0957,22.3007,16.3193,-5.3787
1,driving,0.0513,0.3154,1.0938,22.2092,16.6092,-5.5923
1,driving,0.0586,0.3137,1.0923,22.2397,16.6092,-5.8517
1,driving,0.0635,0.3130,1.0947,22.1710,16.6550,-5.8975
1,driving,0.0574,0.3130,1.0911,22.1481,16.7542,-5.8136
1,driving,0.0674,0.3125,1.0920,22.1176,17.0441,-5.9052
1,driving,0.0686,0.3083,1.0750,22.3083,17.4026,-5.9509
1,driving,0.0686,0.3137,1.0835,22.4915,17.8680,-5.8365
1,driving,0.0686,0.3118,1.0820,22.4838,18.0359,-5.7755
1,driving,0.0691,0.3157,1.0740,22.4457,18.2419,-5.9738
1,driving,0.0576,0.3135,1.0762,22.3846,18.3716,-6.1722
1,driving,0.0640,0.3069,1.0845,22.4380,18.6996,-6.3553
1,driving,0.0693,0.3096,1.0735,22.5754,19.0048,-6.6757
1,driving,0.0723,0.3064,1.0801,22.9797,19.3405,-6.9275
1,driving,0.0605,0.3074,1.0798,23.4146,19.7754,-7.0648
1,driving,0.0647,0.3105,1.0774,23.7122,20.1950,-7.1030
1,driving,0.0586,0.3149,1.0757,23.8113,20.6757,-7.1259
1,driving,0.0549,0.3154,1.0718,23.9944,21.0495,-7.2327
1,driving,0.0557,0.3171,1.0701,24.1547,21.5378,-7.1869
1,driving,0.0537,0.3198,1.0703,24.2691,22.0337,-7.0953
1,driving,0.0571,0.3240,1.0740,24.2691,22.4762,-6.9962
1,driving,0.0581,0.3274,1.0798,24.3530,22.6517,-7.0114
1,driving,0.0579,0.3289,1.0801,24.3759,22.8500,-7.0267
1,driving,0.0635,0.3291,1.0854,24.5132,22.9111,-6.9275
1,driving,0.0623,0.3303,1.0869,24.6964,23.0484,-6.7139
1,driving,0.0662,0.3335,1.0901,24.9557,23.1476,-6.5842
1,driving,0.0649,0.3291,1.0942,25.3525,23.1476,-6.5308
